id,IDBuilding,NormalizedId,PBGID,CivilizationAbbreviation,CivilizationSlug,CivilizationAttributeName,ObjectId,ObjectName,ObjectNameType,ObjectDescription,BaseId,Name,AttributeName,Description,AvaiableAgeId,Hitpoints,Food,Gold,Wood,Stone,AgeId,VizierPoint,OliveOil,Total,Supply,Armor,Weapon,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
104,103,,2730992,by,byzantines,byzantine,palisade-gate-1,Palisade Gate,building,Light defensive gate. Must be built on a Palisade Wall segment.,palisade-gate,Palisade Gate,building_defense_palisade_gate_byz,Light defensive gate. Must be built on a Palisade Wall segment.,1,1250,0,0,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
105,104,,8953901,by,byzantines,byzantine,palisade-wall-1,Palisade Wall,building,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",palisade-wall,Palisade Wall,building_defense_palisade_byz,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",1,1250,0,0,7,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
106,105,,2104755,by,byzantines,byzantine,siege-workshop-3,Siege Workshop,building,Produces siege engines and powerful gunpowder units.,siege-workshop,Siege Workshop,building_unit_siege_control_byz,Produces siege engines and powerful gunpowder units.,3,2100,0,0,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
107,106,,2104749,by,byzantines,byzantine,stable-2,Stable,building,Produces cavalry military units.,stable,Stable,building_unit_cavalry_control_byz,Produces cavalry military units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
108,107,,2552578,by,byzantines,byzantine,stone-wall-2,Stone Wall,building,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",stone-wall,Stone Wall,building_defense_wall_byz,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",2,3000,0,0,0,25,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
109,108,,5472991,by,byzantines,byzantine,stone-wall-gate-2,Stone Wall Gate,building,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",stone-wall-gate,Stone Wall Gate,building_defense_wall_gate_byz,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",2,3000,0,0,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
110,109,,7914115,by,byzantines,byzantine,stone-wall-tower-2,Stone Wall Tower,building,"Heavy defensive tower that fires a mangonel. Must be built on a Stone Wall. 
Can be used to access the top of walls.",stone-wall-tower,Stone Wall Tower,building_defense_tower_byz,"Heavy defensive tower that fires a mangonel. Must be built on a Stone Wall. 
Can be used to access the top of walls.",2,3000,0,0,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
111,110,,2104747,by,byzantines,byzantine,town-center-2,Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",town-center,Town Center,building_town_center_byz,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",2,2500,0,0,400,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
112,111,,2104746,by,byzantines,byzantine,university-4,University,building,Houses advanced technology that benefit the civilization.,university,University,building_tech_university_control_byz,Houses advanced technology that benefit the civilization.,4,2100,0,0,450,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
113,112,,145531,ch,chinese,chinese,archery-range-2,Archery Range,building,"Produces ranged infantry units.
Generates tax each time a unit or research is produced.",archery-range,Archery Range,building_unit_ranged_control_chi,"Produces ranged infantry units.
Generates tax each time a unit or research is produced.",2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
114,113,,145548,ch,chinese,chinese,astronomical-clocktower-2,Astronomical Clocktower,building,Acts as a Siege Workshop and produces siege engines with +50% health.,astronomical-clocktower,Astronomical Clocktower,building_landmark_age2_clocktower_control_chi,Acts as a Siege Workshop and produces siege engines with +50% health.,2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
115,114,,145550,ch,chinese,chinese,barbican-of-the-sun-1,Barbican of the Sun,building,"Fires a long range hand cannon and adds arrowslits while garrisoned. Can be upgraded with weaponry and offers vision into Stealth Forests. 
Imperial Officials can drop off taxes at this building.",barbican-of-the-sun,Barbican of the Sun,building_landmark_age1_gatehouse_control_chi,"Fires a long range hand cannon and adds arrowslits while garrisoned. Can be upgraded with weaponry and offers vision into Stealth Forests. 
Imperial Officials can drop off taxes at this building.",1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
116,115,,145521,ch,chinese,chinese,barracks-1,Barracks,building,"Produces melee infantry units.
Generates tax each time a unit or research is produced.",barracks,Barracks,building_unit_infantry_control_chi,"Produces melee infantry units.
Generates tax each time a unit or research is produced.",1,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
117,116,,145515,ch,chinese,chinese,blacksmith-2,Blacksmith,building,"Houses technology to improve infantry and cavalry.
Generates tax each time a technology completes.",blacksmith,Blacksmith,building_tech_unit_infantry_control_chi,"Houses technology to improve infantry and cavalry.
Generates tax each time a technology completes.",2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
118,117,,181134,ch,chinese,chinese,capital-town-center-1,Capital Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, Officials, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect stealth or disguises.",capital-town-center,Capital Town Center,building_town_center_capital_chi,"All Resources can be dropped off here. Produces Villagers, Scouts, Officials, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect stealth or disguises.",1,7000,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
119,118,,193145,ch,chinese,chinese,dock-1,Dock,building,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three fishing ships.
Generates Tax each time a unit or research is produced.",dock,Dock,building_unit_naval_chi,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three fishing ships.
Generates Tax each time a unit or research is produced.",1,1750,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
120,119,,145552,ch,chinese,chinese,enclave-of-the-emperor-4,Enclave of the Emperor,building,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,enclave-of-the-emperor,Enclave of the Emperor,building_wonder_age4_forbidden_control_chi,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,4,5000,5000,5000,5000,5000,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
121,120,,145512,ch,chinese,chinese,farm-1,Farm,building,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",farm,Farm,building_resource_farm_chi,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",1,300,0,0,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
122,121,,156481,ch,chinese,chinese,granary-1,Granary,building,Villagers can drop off Food at this building. Improves the Farm gather rate of nearby Villagers by +10% (stacks with other Granaries). Generates tax each time a resource is dropped off.,granary,Granary,building_dynasty_granary_control_chi,Villagers can drop off Food at this building. Improves the Farm gather rate of nearby Villagers by +10% (stacks with other Granaries). Generates tax each time a resource is dropped off.,1,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
123,122,,145549,ch,chinese,chinese,great-wall-gatehouse-3,Great Wall Gatehouse,building,"Must be built over Stone Walls.
Comes with a Nest of Bees emplacement and provides +25% ranged damage to all units on walls.",great-wall-gatehouse,Great Wall Gatehouse,building_landmark_age3_great_wall_control_chi,"Must be built over Stone Walls.
Comes with a Nest of Bees emplacement and provides +25% ranged damage to all units on walls.",3,7500,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
124,123,,145511,ch,chinese,chinese,house-1,House,building,Increases your maximum Population.,house,House,building_house_control_chi,Increases your maximum Population.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
125,124,,145539,ch,chinese,chinese,imperial-academy-1,Imperial Academy,building,Nearby buildings generate 100% more Gold from taxes. Imperial Officials produced here cost 30% less resources and can drop off taxes at this building.,imperial-academy,Imperial Academy,building_landmark_age1_academy_control_chi,Nearby buildings generate 100% more Gold from taxes. Imperial Officials produced here cost 30% less resources and can drop off taxes at this building.,1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
126,125,,145547,ch,chinese,chinese,imperial-palace-2,Imperial Palace,building,"A spy Landmark with 28 tile sight radius and the Imperial Spies ability. Activate to view location of enemy workers for 15 seconds.
Imperial Officials can drop off taxes at this building.",imperial-palace,Imperial Palace,building_landmark_age2_palace_control_chi,"A spy Landmark with 28 tile sight radius and the Imperial Spies ability. Activate to view location of enemy workers for 15 seconds.
Imperial Officials can drop off taxes at this building.",2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
127,126,,144648,ch,chinese,chinese,keep-3,Keep,building,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,keep,Keep,building_defense_keep_chi,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,3,5000,0,0,0,900,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
128,127,,144678,ch,chinese,chinese,lumber-camp-1,Lumber Camp,building,"Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.
Generates tax each time a resource is dropped off.",lumber-camp,Lumber Camp,building_econ_wood_control_chi,"Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.
Generates tax each time a resource is dropped off.",1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
129,128,,144675,ch,chinese,chinese,market-2,Market,building,Allows the buying and selling of resources and produces the Trader. Generates tax each time a Trader is produced.,market,Market,building_econ_market_control_chi,Allows the buying and selling of resources and produces the Trader. Generates tax each time a Trader is produced.,2,1000,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
130,129,,144662,ch,chinese,chinese,mill-1,Mill,building,"Villagers can drop off Food at this building. Houses technologies to improve Food gathering.
Generates tax each time a resource is dropped off.",mill,Mill,building_econ_food_control_chi,"Villagers can drop off Food at this building. Houses technologies to improve Food gathering.
Generates tax each time a resource is dropped off.",1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
131,130,,144677,ch,chinese,chinese,mining-camp-1,Mining Camp,building,"Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.
Generates tax each time a resource is dropped off.",mining-camp,Mining Camp,building_econ_mining_camp_control_chi,"Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.
Generates tax each time a resource is dropped off.",1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
132,131,,145535,ch,chinese,chinese,monastery-3,Monastery,building,"Produces religious units. 
Generates tax each time a unit or research is produced.
Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",monastery,Monastery,building_unit_religious_control_chi,"Produces religious units. 
Generates tax each time a unit or research is produced.
Starting in the Castle Age (III), religious units can pick up Relics and place them in this building to generate Gold.",3,2100,0,0,200,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
133,132,,144652,ch,chinese,chinese,outpost-1,Outpost,building,Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned.,outpost,Outpost,building_defense_outpost_chi,Offers extensive line of sight and detects units stealth or disguises. Can be upgraded with weaponry and fortifications. Attacks while garrisoned.,1,750,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
134,133,,156488,ch,chinese,chinese,pagoda-1,Pagoda,building,"Religious units can pick up Relics and place them in the Pagoda to generate +100 Gold, +62 Food, +62 Wood, and +25 Stone every 60 seconds.",pagoda,Pagoda,building_dynasty_pagoda_control_chi,"Religious units can pick up Relics and place them in the Pagoda to generate +100 Gold, +62 Food, +62 Wood, and +25 Stone every 60 seconds.",1,2100,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
135,134,,144656,ch,chinese,chinese,palisade-gate-1,Palisade Gate,building,Light defensive gate. Must be built on a Palisade Wall segment.,palisade-gate,Palisade Gate,building_defense_palisade_gate_chi,Light defensive gate. Must be built on a Palisade Wall segment.,1,1250,0,0,25,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
136,135,,144654,ch,chinese,chinese,palisade-wall-1,Palisade Wall,building,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",palisade-wall,Palisade Wall,building_defense_palisade_chi,"Light defensive wall for quickly fortifying an area.
Initially costs 21 Wood, with each additional section costing 7 Wood.",1,1250,0,0,7,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
137,136,,145536,ch,chinese,chinese,siege-workshop-3,Siege Workshop,building,"Produces siege engines and powerful gunpowder units.
Generates tax each time a unit is produced.",siege-workshop,Siege Workshop,building_unit_siege_control_chi,"Produces siege engines and powerful gunpowder units.
Generates tax each time a unit is produced.",3,2100,0,0,300,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
138,137,,145538,ch,chinese,chinese,spirit-way-3,Spirit Way,building,"Dynasty technology can be researched here for -50% cost and +150% research speed. When a dynasty unit is killed, nearby units receive +20% attack speed and +20 health over 10 seconds.
Imperial Officials can drop off taxes at this building.",spirit-way,Spirit Way,building_landmark_age3_spirit_way_control_chi,"Dynasty technology can be researched here for -50% cost and +150% research speed. When a dynasty unit is killed, nearby units receive +20% attack speed and +20 health over 10 seconds.
Imperial Officials can drop off taxes at this building.",3,5000,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
139,138,,145520,ch,chinese,chinese,stable-2,Stable,building,"Produces cavalry military units.
Generates tax each time a unit or research is produced.",stable,Stable,building_unit_cavalry_control_chi,"Produces cavalry military units.
Generates tax each time a unit or research is produced.",2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
140,139,,144659,ch,chinese,chinese,stone-wall-2,Stone Wall,building,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",stone-wall,Stone Wall,building_defense_wall_chi,"Sturdy wall that cannot be attacked by torches. 
Units on walls take 25% less damage from ranged attacks, 50% less damage from siege attacks, and their range is increased by +2.",2,3000,0,0,0,25,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
141,140,,144660,ch,chinese,chinese,stone-wall-gate-2,Stone Wall Gate,building,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",stone-wall-gate,Stone Wall Gate,building_defense_wall_gate_chi,"Heavy defensive gate. Must be built on a Stone Wall segment.
Infantry can use the gate to access the top of the walls.",2,3000,0,0,0,50,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
142,141,,144657,ch,chinese,chinese,stone-wall-tower-2,Stone Wall Tower,building,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.",stone-wall-tower,Stone Wall Tower,building_defense_tower_chi,"Heavy defensive tower that fires a springald. Must be built on a Stone Wall segment.
Infantry can use the tower to access the top of the walls.",2,3000,0,0,0,300,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
143,142,,137295,ch,chinese,chinese,town-center-2,Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, Officials, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",town-center,Town Center,building_town_center_chi,"All Resources can be dropped off here. Produces Villagers, Scouts, Officials, and increases your maximum Population. Adds additional attacks while garrisoned.
Non-Capital Town Centers can't detect stealth or disguises.",2,2500,0,0,400,350,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
144,143,,145519,ch,chinese,chinese,university-4,University,building,"Houses advanced technology that benefits the civilization.
Generates tax each time a technology completes.",university,University,building_tech_university_control_chi,"Houses advanced technology that benefits the civilization.
Generates tax each time a technology completes.",4,2100,0,0,450,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
145,144,,156484,ch,chinese,chinese,village-1,Village,building,Increases maximum Population by 40.,village,Village,building_dynasty_village_control_chi,Increases maximum Population by 40.,1,1500,0,0,125,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
146,145,,135870,de,delhi,sultanate,archery-range-2,Archery Range,building,Produces ranged infantry units.,archery-range,Archery Range,building_unit_ranged_control_sul,Produces ranged infantry units.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
147,146,,135867,de,delhi,sultanate,barracks-1,Barracks,building,Produces melee infantry units.,barracks,Barracks,building_unit_infantry_control_sul,Produces melee infantry units.,1,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
148,147,,135844,de,delhi,sultanate,blacksmith-2,Blacksmith,building,Houses technology to improve infantry and cavalry.,blacksmith,Blacksmith,building_tech_unit_infantry_control_sul,Houses technology to improve infantry and cavalry.,2,1500,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
149,148,,135858,de,delhi,sultanate,capital-town-center-1,Capital Town Center,building,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",capital-town-center,Capital Town Center,building_town_center_capital_sul,"All Resources can be dropped off here. Produces Villagers, Scouts, and increases your maximum Population. Adds additional attacks while garrisoned.
Capital Town Centers can detect units stealth or disguises.",1,7000,0,0,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
150,149,,135888,de,delhi,sultanate,compound-of-the-defender-2,Compound of the Defender,building,"Infantry units can build Stone Walls, Gates, and Towers. Reduces Stone cost of buildings and their emplacements by 20%.
Contains defensive technologies that ignore building and Imperial Age (IV) requirements.",compound-of-the-defender,Compound of the Defender,building_landmark_age2_siri_fort_control_sul,"Infantry units can build Stone Walls, Gates, and Towers. Reduces Stone cost of buildings and their emplacements by 20%.
Contains defensive technologies that ignore building and Imperial Age (IV) requirements.",2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
151,150,,193150,de,delhi,sultanate,dock-1,Dock,building,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships.",dock,Dock,building_unit_naval_sul,"Produces naval units.
Automatically repairs nearby damaged naval units.
Capable of holding up to three Fishing Ships.",1,1750,0,0,150,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
152,151,,135887,de,delhi,sultanate,dome-of-the-faith-1,Dome of the Faith,building,Acts as a Mosque. Produce Scholars at a discount of 65 Gold.,dome-of-the-faith,Dome of the Faith,building_landmark_age1_quwwat_ul_islam_control_sul,Acts as a Mosque. Produce Scholars at a discount of 65 Gold.,1,5000,400,200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
153,152,,135838,de,delhi,sultanate,farm-1,Farm,building,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",farm,Farm,building_resource_farm_control_sul,"Harvestable Food source. Use a Villager to gather Food from the Farm.
Only one Villager can work each Farm.",1,300,0,0,75,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
154,153,,135892,de,delhi,sultanate,great-palace-of-agra-4,Great Palace of Agra,building,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,great-palace-of-agra,Great Palace of Agra,building_wonder_age4_agra_fort_control_sul,Build and defend a Wonder to secure victory. Rival civilizations will be aware of its construction and seek to destroy it.,4,5000,5000,5000,5000,5000,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
155,154,,135890,de,delhi,sultanate,hisar-academy-3,Hisar Academy,building,"Acts as Madrasa. Generates +12 Food per minute based on the number of technologies researched. Does not apply to emplacements.
Grants 3 free Scholars upon completion.",hisar-academy,Hisar Academy,building_landmark_age3_madrasa_e_firoz_sul,"Acts as Madrasa. Generates +12 Food per minute based on the number of technologies researched. Does not apply to emplacements.
Grants 3 free Scholars upon completion.",3,5000,2400,1200,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
156,155,,135833,de,delhi,sultanate,house-1,House,building,Increases your maximum Population.,house,House,building_house_control_sul,Increases your maximum Population.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
157,156,,135889,de,delhi,sultanate,house-of-learning-2,House of Learning,building,"Grants no immediate bonus other than advancing to the next Age, but contains many unique technologies.",house-of-learning,House of Learning,building_landmark_age2_khiji_mosque_control_sul,"Grants no immediate bonus other than advancing to the next Age, but contains many unique technologies.",2,5000,1200,600,0,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
158,157,,135794,de,delhi,sultanate,keep-3,Keep,building,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,keep,Keep,building_defense_keep_control_sul,Heavy garrison and defensible position. Can be upgraded with weaponry. Adds additional attacks while garrisoned.,3,5000,0,0,0,900,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
159,158,,135827,de,delhi,sultanate,lumber-camp-1,Lumber Camp,building,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,lumber-camp,Lumber Camp,building_econ_wood_control_sul,Villagers can drop off Wood at this building. Houses technologies to improve Wood gathering.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
160,159,,135853,de,delhi,sultanate,madrasa-4,Madrasa,building,"Houses advanced technology that benefit the civilization.
The first Madrasa constructed grants 3 free Scholars.",madrasa,Madrasa,building_tech_university_control_sul,"Houses advanced technology that benefit the civilization.
The first Madrasa constructed grants 3 free Scholars.",4,2100,0,0,450,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
161,160,,135819,de,delhi,sultanate,market-2,Market,building,Allows the buying and selling of resources and produces the Trader.,market,Market,building_econ_market_control_sul,Allows the buying and selling of resources and produces the Trader.,2,1000,0,0,100,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
162,161,,135805,de,delhi,sultanate,mill-1,Mill,building,"Villagers can drop off Food at this building. Houses technologies to improve Food gathering.
Constructing the Mill near Berry Bushes increases the amount of Food available by +100.",mill,Mill,building_econ_food_control_sul,"Villagers can drop off Food at this building. Houses technologies to improve Food gathering.
Constructing the Mill near Berry Bushes increases the amount of Food available by +100.",1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
163,162,,135822,de,delhi,sultanate,mining-camp-1,Mining Camp,building,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,mining-camp,Mining Camp,building_econ_mining_camp_control_sul,Villagers can drop off Stone and Gold at this building. Houses technologies to improve mining.,1,750,0,0,50,0,,0,0,,0,,,v4.0.0-build:2638,4.0.0,2638,2638,1211620643,0,76c0b81b2319339930f90189c55e8cb588923699
