id,IDGameTime,TotalSecond,Second,Minute,Hour,5Minute,1Minute,2Minute,10Minute,Timestamp,Aoe4AnalyticsGameVersion,Aoe4ReplayApiVersion,Aoe4ReplayApiBuild,Aoe4WorldAppVersion,Aoe4WorldAppDataChecksum,Aoe4WorldMajorVersion,Aoe4WorldDataRepositoryGitCommitHash
5433,5432,5432,32,30,1,6,30,15,3,0001-01-01 01:30:32,,,,,,,
5434,5433,5433,33,30,1,6,30,15,3,0001-01-01 01:30:33,,,,,,,
5435,5434,5434,34,30,1,6,30,15,3,0001-01-01 01:30:34,,,,,,,
5436,5435,5435,35,30,1,6,30,15,3,0001-01-01 01:30:35,,,,,,,
5437,5436,5436,36,30,1,6,30,15,3,0001-01-01 01:30:36,,,,,,,
5438,5437,5437,37,30,1,6,30,15,3,0001-01-01 01:30:37,,,,,,,
5439,5438,5438,38,30,1,6,30,15,3,0001-01-01 01:30:38,,,,,,,
5440,5439,5439,39,30,1,6,30,15,3,0001-01-01 01:30:39,,,,,,,
5441,5440,5440,40,30,1,6,30,15,3,0001-01-01 01:30:40,,,,,,,
5442,5441,5441,41,30,1,6,30,15,3,0001-01-01 01:30:41,,,,,,,
5443,5442,5442,42,30,1,6,30,15,3,0001-01-01 01:30:42,,,,,,,
5444,5443,5443,43,30,1,6,30,15,3,0001-01-01 01:30:43,,,,,,,
5445,5444,5444,44,30,1,6,30,15,3,0001-01-01 01:30:44,,,,,,,
5446,5445,5445,45,30,1,6,30,15,3,0001-01-01 01:30:45,,,,,,,
5447,5446,5446,46,30,1,6,30,15,3,0001-01-01 01:30:46,,,,,,,
5448,5447,5447,47,30,1,6,30,15,3,0001-01-01 01:30:47,,,,,,,
5449,5448,5448,48,30,1,6,30,15,3,0001-01-01 01:30:48,,,,,,,
5450,5449,5449,49,30,1,6,30,15,3,0001-01-01 01:30:49,,,,,,,
5451,5450,5450,50,30,1,6,30,15,3,0001-01-01 01:30:50,,,,,,,
5452,5451,5451,51,30,1,6,30,15,3,0001-01-01 01:30:51,,,,,,,
5453,5452,5452,52,30,1,6,30,15,3,0001-01-01 01:30:52,,,,,,,
5454,5453,5453,53,30,1,6,30,15,3,0001-01-01 01:30:53,,,,,,,
5455,5454,5454,54,30,1,6,30,15,3,0001-01-01 01:30:54,,,,,,,
5456,5455,5455,55,30,1,6,30,15,3,0001-01-01 01:30:55,,,,,,,
5457,5456,5456,56,30,1,6,30,15,3,0001-01-01 01:30:56,,,,,,,
5458,5457,5457,57,30,1,6,30,15,3,0001-01-01 01:30:57,,,,,,,
5459,5458,5458,58,30,1,6,30,15,3,0001-01-01 01:30:58,,,,,,,
5460,5459,5459,59,30,1,6,30,15,3,0001-01-01 01:30:59,,,,,,,
5461,5460,5460,0,31,1,6,31,15,3,0001-01-01 01:31:00,,,,,,,
5462,5461,5461,1,31,1,6,31,15,3,0001-01-01 01:31:01,,,,,,,
5463,5462,5462,2,31,1,6,31,15,3,0001-01-01 01:31:02,,,,,,,
5464,5463,5463,3,31,1,6,31,15,3,0001-01-01 01:31:03,,,,,,,
5465,5464,5464,4,31,1,6,31,15,3,0001-01-01 01:31:04,,,,,,,
5466,5465,5465,5,31,1,6,31,15,3,0001-01-01 01:31:05,,,,,,,
5467,5466,5466,6,31,1,6,31,15,3,0001-01-01 01:31:06,,,,,,,
5468,5467,5467,7,31,1,6,31,15,3,0001-01-01 01:31:07,,,,,,,
5469,5468,5468,8,31,1,6,31,15,3,0001-01-01 01:31:08,,,,,,,
5470,5469,5469,9,31,1,6,31,15,3,0001-01-01 01:31:09,,,,,,,
5471,5470,5470,10,31,1,6,31,15,3,0001-01-01 01:31:10,,,,,,,
5472,5471,5471,11,31,1,6,31,15,3,0001-01-01 01:31:11,,,,,,,
5473,5472,5472,12,31,1,6,31,15,3,0001-01-01 01:31:12,,,,,,,
5474,5473,5473,13,31,1,6,31,15,3,0001-01-01 01:31:13,,,,,,,
5475,5474,5474,14,31,1,6,31,15,3,0001-01-01 01:31:14,,,,,,,
5476,5475,5475,15,31,1,6,31,15,3,0001-01-01 01:31:15,,,,,,,
5477,5476,5476,16,31,1,6,31,15,3,0001-01-01 01:31:16,,,,,,,
5478,5477,5477,17,31,1,6,31,15,3,0001-01-01 01:31:17,,,,,,,
5479,5478,5478,18,31,1,6,31,15,3,0001-01-01 01:31:18,,,,,,,
5480,5479,5479,19,31,1,6,31,15,3,0001-01-01 01:31:19,,,,,,,
5481,5480,5480,20,31,1,6,31,15,3,0001-01-01 01:31:20,,,,,,,
5482,5481,5481,21,31,1,6,31,15,3,0001-01-01 01:31:21,,,,,,,
5483,5482,5482,22,31,1,6,31,15,3,0001-01-01 01:31:22,,,,,,,
5484,5483,5483,23,31,1,6,31,15,3,0001-01-01 01:31:23,,,,,,,
5485,5484,5484,24,31,1,6,31,15,3,0001-01-01 01:31:24,,,,,,,
5486,5485,5485,25,31,1,6,31,15,3,0001-01-01 01:31:25,,,,,,,
5487,5486,5486,26,31,1,6,31,15,3,0001-01-01 01:31:26,,,,,,,
5488,5487,5487,27,31,1,6,31,15,3,0001-01-01 01:31:27,,,,,,,
5489,5488,5488,28,31,1,6,31,15,3,0001-01-01 01:31:28,,,,,,,
5490,5489,5489,29,31,1,6,31,15,3,0001-01-01 01:31:29,,,,,,,
5491,5490,5490,30,31,1,6,31,15,3,0001-01-01 01:31:30,,,,,,,
5492,5491,5491,31,31,1,6,31,15,3,0001-01-01 01:31:31,,,,,,,
5493,5492,5492,32,31,1,6,31,15,3,0001-01-01 01:31:32,,,,,,,
5494,5493,5493,33,31,1,6,31,15,3,0001-01-01 01:31:33,,,,,,,
5495,5494,5494,34,31,1,6,31,15,3,0001-01-01 01:31:34,,,,,,,
5496,5495,5495,35,31,1,6,31,15,3,0001-01-01 01:31:35,,,,,,,
5497,5496,5496,36,31,1,6,31,15,3,0001-01-01 01:31:36,,,,,,,
5498,5497,5497,37,31,1,6,31,15,3,0001-01-01 01:31:37,,,,,,,
5499,5498,5498,38,31,1,6,31,15,3,0001-01-01 01:31:38,,,,,,,
5500,5499,5499,39,31,1,6,31,15,3,0001-01-01 01:31:39,,,,,,,
5501,5500,5500,40,31,1,6,31,15,3,0001-01-01 01:31:40,,,,,,,
5502,5501,5501,41,31,1,6,31,15,3,0001-01-01 01:31:41,,,,,,,
5503,5502,5502,42,31,1,6,31,15,3,0001-01-01 01:31:42,,,,,,,
5504,5503,5503,43,31,1,6,31,15,3,0001-01-01 01:31:43,,,,,,,
5505,5504,5504,44,31,1,6,31,15,3,0001-01-01 01:31:44,,,,,,,
5506,5505,5505,45,31,1,6,31,15,3,0001-01-01 01:31:45,,,,,,,
5507,5506,5506,46,31,1,6,31,15,3,0001-01-01 01:31:46,,,,,,,
5508,5507,5507,47,31,1,6,31,15,3,0001-01-01 01:31:47,,,,,,,
5509,5508,5508,48,31,1,6,31,15,3,0001-01-01 01:31:48,,,,,,,
5510,5509,5509,49,31,1,6,31,15,3,0001-01-01 01:31:49,,,,,,,
5511,5510,5510,50,31,1,6,31,15,3,0001-01-01 01:31:50,,,,,,,
5512,5511,5511,51,31,1,6,31,15,3,0001-01-01 01:31:51,,,,,,,
5513,5512,5512,52,31,1,6,31,15,3,0001-01-01 01:31:52,,,,,,,
5514,5513,5513,53,31,1,6,31,15,3,0001-01-01 01:31:53,,,,,,,
5515,5514,5514,54,31,1,6,31,15,3,0001-01-01 01:31:54,,,,,,,
5516,5515,5515,55,31,1,6,31,15,3,0001-01-01 01:31:55,,,,,,,
5517,5516,5516,56,31,1,6,31,15,3,0001-01-01 01:31:56,,,,,,,
5518,5517,5517,57,31,1,6,31,15,3,0001-01-01 01:31:57,,,,,,,
5519,5518,5518,58,31,1,6,31,15,3,0001-01-01 01:31:58,,,,,,,
5520,5519,5519,59,31,1,6,31,15,3,0001-01-01 01:31:59,,,,,,,
5521,5520,5520,0,32,1,6,32,16,3,0001-01-01 01:32:00,,,,,,,
5522,5521,5521,1,32,1,6,32,16,3,0001-01-01 01:32:01,,,,,,,
5523,5522,5522,2,32,1,6,32,16,3,0001-01-01 01:32:02,,,,,,,
5524,5523,5523,3,32,1,6,32,16,3,0001-01-01 01:32:03,,,,,,,
5525,5524,5524,4,32,1,6,32,16,3,0001-01-01 01:32:04,,,,,,,
5526,5525,5525,5,32,1,6,32,16,3,0001-01-01 01:32:05,,,,,,,
5527,5526,5526,6,32,1,6,32,16,3,0001-01-01 01:32:06,,,,,,,
5528,5527,5527,7,32,1,6,32,16,3,0001-01-01 01:32:07,,,,,,,
5529,5528,5528,8,32,1,6,32,16,3,0001-01-01 01:32:08,,,,,,,
5530,5529,5529,9,32,1,6,32,16,3,0001-01-01 01:32:09,,,,,,,
5531,5530,5530,10,32,1,6,32,16,3,0001-01-01 01:32:10,,,,,,,
5532,5531,5531,11,32,1,6,32,16,3,0001-01-01 01:32:11,,,,,,,
5533,5532,5532,12,32,1,6,32,16,3,0001-01-01 01:32:12,,,,,,,
5534,5533,5533,13,32,1,6,32,16,3,0001-01-01 01:32:13,,,,,,,
5535,5534,5534,14,32,1,6,32,16,3,0001-01-01 01:32:14,,,,,,,
5536,5535,5535,15,32,1,6,32,16,3,0001-01-01 01:32:15,,,,,,,
5537,5536,5536,16,32,1,6,32,16,3,0001-01-01 01:32:16,,,,,,,
5538,5537,5537,17,32,1,6,32,16,3,0001-01-01 01:32:17,,,,,,,
5539,5538,5538,18,32,1,6,32,16,3,0001-01-01 01:32:18,,,,,,,
5540,5539,5539,19,32,1,6,32,16,3,0001-01-01 01:32:19,,,,,,,
5541,5540,5540,20,32,1,6,32,16,3,0001-01-01 01:32:20,,,,,,,
5542,5541,5541,21,32,1,6,32,16,3,0001-01-01 01:32:21,,,,,,,
5543,5542,5542,22,32,1,6,32,16,3,0001-01-01 01:32:22,,,,,,,
5544,5543,5543,23,32,1,6,32,16,3,0001-01-01 01:32:23,,,,,,,
5545,5544,5544,24,32,1,6,32,16,3,0001-01-01 01:32:24,,,,,,,
5546,5545,5545,25,32,1,6,32,16,3,0001-01-01 01:32:25,,,,,,,
5547,5546,5546,26,32,1,6,32,16,3,0001-01-01 01:32:26,,,,,,,
5548,5547,5547,27,32,1,6,32,16,3,0001-01-01 01:32:27,,,,,,,
5549,5548,5548,28,32,1,6,32,16,3,0001-01-01 01:32:28,,,,,,,
5550,5549,5549,29,32,1,6,32,16,3,0001-01-01 01:32:29,,,,,,,
5551,5550,5550,30,32,1,6,32,16,3,0001-01-01 01:32:30,,,,,,,
5552,5551,5551,31,32,1,6,32,16,3,0001-01-01 01:32:31,,,,,,,
5553,5552,5552,32,32,1,6,32,16,3,0001-01-01 01:32:32,,,,,,,
5554,5553,5553,33,32,1,6,32,16,3,0001-01-01 01:32:33,,,,,,,
5555,5554,5554,34,32,1,6,32,16,3,0001-01-01 01:32:34,,,,,,,
5556,5555,5555,35,32,1,6,32,16,3,0001-01-01 01:32:35,,,,,,,
5557,5556,5556,36,32,1,6,32,16,3,0001-01-01 01:32:36,,,,,,,
5558,5557,5557,37,32,1,6,32,16,3,0001-01-01 01:32:37,,,,,,,
5559,5558,5558,38,32,1,6,32,16,3,0001-01-01 01:32:38,,,,,,,
5560,5559,5559,39,32,1,6,32,16,3,0001-01-01 01:32:39,,,,,,,
5561,5560,5560,40,32,1,6,32,16,3,0001-01-01 01:32:40,,,,,,,
5562,5561,5561,41,32,1,6,32,16,3,0001-01-01 01:32:41,,,,,,,
5563,5562,5562,42,32,1,6,32,16,3,0001-01-01 01:32:42,,,,,,,
5564,5563,5563,43,32,1,6,32,16,3,0001-01-01 01:32:43,,,,,,,
5565,5564,5564,44,32,1,6,32,16,3,0001-01-01 01:32:44,,,,,,,
5566,5565,5565,45,32,1,6,32,16,3,0001-01-01 01:32:45,,,,,,,
5567,5566,5566,46,32,1,6,32,16,3,0001-01-01 01:32:46,,,,,,,
5568,5567,5567,47,32,1,6,32,16,3,0001-01-01 01:32:47,,,,,,,
5569,5568,5568,48,32,1,6,32,16,3,0001-01-01 01:32:48,,,,,,,
5570,5569,5569,49,32,1,6,32,16,3,0001-01-01 01:32:49,,,,,,,
5571,5570,5570,50,32,1,6,32,16,3,0001-01-01 01:32:50,,,,,,,
5572,5571,5571,51,32,1,6,32,16,3,0001-01-01 01:32:51,,,,,,,
5573,5572,5572,52,32,1,6,32,16,3,0001-01-01 01:32:52,,,,,,,
5574,5573,5573,53,32,1,6,32,16,3,0001-01-01 01:32:53,,,,,,,
5575,5574,5574,54,32,1,6,32,16,3,0001-01-01 01:32:54,,,,,,,
5576,5575,5575,55,32,1,6,32,16,3,0001-01-01 01:32:55,,,,,,,
5577,5576,5576,56,32,1,6,32,16,3,0001-01-01 01:32:56,,,,,,,
5578,5577,5577,57,32,1,6,32,16,3,0001-01-01 01:32:57,,,,,,,
5579,5578,5578,58,32,1,6,32,16,3,0001-01-01 01:32:58,,,,,,,
5580,5579,5579,59,32,1,6,32,16,3,0001-01-01 01:32:59,,,,,,,
5581,5580,5580,0,33,1,6,33,16,3,0001-01-01 01:33:00,,,,,,,
5582,5581,5581,1,33,1,6,33,16,3,0001-01-01 01:33:01,,,,,,,
5583,5582,5582,2,33,1,6,33,16,3,0001-01-01 01:33:02,,,,,,,
5584,5583,5583,3,33,1,6,33,16,3,0001-01-01 01:33:03,,,,,,,
5585,5584,5584,4,33,1,6,33,16,3,0001-01-01 01:33:04,,,,,,,
5586,5585,5585,5,33,1,6,33,16,3,0001-01-01 01:33:05,,,,,,,
5587,5586,5586,6,33,1,6,33,16,3,0001-01-01 01:33:06,,,,,,,
5588,5587,5587,7,33,1,6,33,16,3,0001-01-01 01:33:07,,,,,,,
5589,5588,5588,8,33,1,6,33,16,3,0001-01-01 01:33:08,,,,,,,
5590,5589,5589,9,33,1,6,33,16,3,0001-01-01 01:33:09,,,,,,,
5591,5590,5590,10,33,1,6,33,16,3,0001-01-01 01:33:10,,,,,,,
5592,5591,5591,11,33,1,6,33,16,3,0001-01-01 01:33:11,,,,,,,
5593,5592,5592,12,33,1,6,33,16,3,0001-01-01 01:33:12,,,,,,,
5594,5593,5593,13,33,1,6,33,16,3,0001-01-01 01:33:13,,,,,,,
5595,5594,5594,14,33,1,6,33,16,3,0001-01-01 01:33:14,,,,,,,
5596,5595,5595,15,33,1,6,33,16,3,0001-01-01 01:33:15,,,,,,,
5597,5596,5596,16,33,1,6,33,16,3,0001-01-01 01:33:16,,,,,,,
5598,5597,5597,17,33,1,6,33,16,3,0001-01-01 01:33:17,,,,,,,
5599,5598,5598,18,33,1,6,33,16,3,0001-01-01 01:33:18,,,,,,,
5600,5599,5599,19,33,1,6,33,16,3,0001-01-01 01:33:19,,,,,,,
5601,5600,5600,20,33,1,6,33,16,3,0001-01-01 01:33:20,,,,,,,
5602,5601,5601,21,33,1,6,33,16,3,0001-01-01 01:33:21,,,,,,,
5603,5602,5602,22,33,1,6,33,16,3,0001-01-01 01:33:22,,,,,,,
5604,5603,5603,23,33,1,6,33,16,3,0001-01-01 01:33:23,,,,,,,
5605,5604,5604,24,33,1,6,33,16,3,0001-01-01 01:33:24,,,,,,,
5606,5605,5605,25,33,1,6,33,16,3,0001-01-01 01:33:25,,,,,,,
5607,5606,5606,26,33,1,6,33,16,3,0001-01-01 01:33:26,,,,,,,
5608,5607,5607,27,33,1,6,33,16,3,0001-01-01 01:33:27,,,,,,,
5609,5608,5608,28,33,1,6,33,16,3,0001-01-01 01:33:28,,,,,,,
5610,5609,5609,29,33,1,6,33,16,3,0001-01-01 01:33:29,,,,,,,
5611,5610,5610,30,33,1,6,33,16,3,0001-01-01 01:33:30,,,,,,,
5612,5611,5611,31,33,1,6,33,16,3,0001-01-01 01:33:31,,,,,,,
5613,5612,5612,32,33,1,6,33,16,3,0001-01-01 01:33:32,,,,,,,
5614,5613,5613,33,33,1,6,33,16,3,0001-01-01 01:33:33,,,,,,,
5615,5614,5614,34,33,1,6,33,16,3,0001-01-01 01:33:34,,,,,,,
5616,5615,5615,35,33,1,6,33,16,3,0001-01-01 01:33:35,,,,,,,
5617,5616,5616,36,33,1,6,33,16,3,0001-01-01 01:33:36,,,,,,,
5618,5617,5617,37,33,1,6,33,16,3,0001-01-01 01:33:37,,,,,,,
5619,5618,5618,38,33,1,6,33,16,3,0001-01-01 01:33:38,,,,,,,
5620,5619,5619,39,33,1,6,33,16,3,0001-01-01 01:33:39,,,,,,,
5621,5620,5620,40,33,1,6,33,16,3,0001-01-01 01:33:40,,,,,,,
5622,5621,5621,41,33,1,6,33,16,3,0001-01-01 01:33:41,,,,,,,
5623,5622,5622,42,33,1,6,33,16,3,0001-01-01 01:33:42,,,,,,,
5624,5623,5623,43,33,1,6,33,16,3,0001-01-01 01:33:43,,,,,,,
5625,5624,5624,44,33,1,6,33,16,3,0001-01-01 01:33:44,,,,,,,
5626,5625,5625,45,33,1,6,33,16,3,0001-01-01 01:33:45,,,,,,,
5627,5626,5626,46,33,1,6,33,16,3,0001-01-01 01:33:46,,,,,,,
5628,5627,5627,47,33,1,6,33,16,3,0001-01-01 01:33:47,,,,,,,
5629,5628,5628,48,33,1,6,33,16,3,0001-01-01 01:33:48,,,,,,,
5630,5629,5629,49,33,1,6,33,16,3,0001-01-01 01:33:49,,,,,,,
5631,5630,5630,50,33,1,6,33,16,3,0001-01-01 01:33:50,,,,,,,
5632,5631,5631,51,33,1,6,33,16,3,0001-01-01 01:33:51,,,,,,,
5633,5632,5632,52,33,1,6,33,16,3,0001-01-01 01:33:52,,,,,,,
5634,5633,5633,53,33,1,6,33,16,3,0001-01-01 01:33:53,,,,,,,
5635,5634,5634,54,33,1,6,33,16,3,0001-01-01 01:33:54,,,,,,,
5636,5635,5635,55,33,1,6,33,16,3,0001-01-01 01:33:55,,,,,,,
5637,5636,5636,56,33,1,6,33,16,3,0001-01-01 01:33:56,,,,,,,
5638,5637,5637,57,33,1,6,33,16,3,0001-01-01 01:33:57,,,,,,,
5639,5638,5638,58,33,1,6,33,16,3,0001-01-01 01:33:58,,,,,,,
5640,5639,5639,59,33,1,6,33,16,3,0001-01-01 01:33:59,,,,,,,
5641,5640,5640,0,34,1,6,34,17,3,0001-01-01 01:34:00,,,,,,,
5642,5641,5641,1,34,1,6,34,17,3,0001-01-01 01:34:01,,,,,,,
5643,5642,5642,2,34,1,6,34,17,3,0001-01-01 01:34:02,,,,,,,
5644,5643,5643,3,34,1,6,34,17,3,0001-01-01 01:34:03,,,,,,,
5645,5644,5644,4,34,1,6,34,17,3,0001-01-01 01:34:04,,,,,,,
5646,5645,5645,5,34,1,6,34,17,3,0001-01-01 01:34:05,,,,,,,
5647,5646,5646,6,34,1,6,34,17,3,0001-01-01 01:34:06,,,,,,,
5648,5647,5647,7,34,1,6,34,17,3,0001-01-01 01:34:07,,,,,,,
5649,5648,5648,8,34,1,6,34,17,3,0001-01-01 01:34:08,,,,,,,
5650,5649,5649,9,34,1,6,34,17,3,0001-01-01 01:34:09,,,,,,,
5651,5650,5650,10,34,1,6,34,17,3,0001-01-01 01:34:10,,,,,,,
5652,5651,5651,11,34,1,6,34,17,3,0001-01-01 01:34:11,,,,,,,
5653,5652,5652,12,34,1,6,34,17,3,0001-01-01 01:34:12,,,,,,,
5654,5653,5653,13,34,1,6,34,17,3,0001-01-01 01:34:13,,,,,,,
5655,5654,5654,14,34,1,6,34,17,3,0001-01-01 01:34:14,,,,,,,
5656,5655,5655,15,34,1,6,34,17,3,0001-01-01 01:34:15,,,,,,,
5657,5656,5656,16,34,1,6,34,17,3,0001-01-01 01:34:16,,,,,,,
5658,5657,5657,17,34,1,6,34,17,3,0001-01-01 01:34:17,,,,,,,
5659,5658,5658,18,34,1,6,34,17,3,0001-01-01 01:34:18,,,,,,,
5660,5659,5659,19,34,1,6,34,17,3,0001-01-01 01:34:19,,,,,,,
5661,5660,5660,20,34,1,6,34,17,3,0001-01-01 01:34:20,,,,,,,
5662,5661,5661,21,34,1,6,34,17,3,0001-01-01 01:34:21,,,,,,,
5663,5662,5662,22,34,1,6,34,17,3,0001-01-01 01:34:22,,,,,,,
5664,5663,5663,23,34,1,6,34,17,3,0001-01-01 01:34:23,,,,,,,
5665,5664,5664,24,34,1,6,34,17,3,0001-01-01 01:34:24,,,,,,,
5666,5665,5665,25,34,1,6,34,17,3,0001-01-01 01:34:25,,,,,,,
5667,5666,5666,26,34,1,6,34,17,3,0001-01-01 01:34:26,,,,,,,
5668,5667,5667,27,34,1,6,34,17,3,0001-01-01 01:34:27,,,,,,,
5669,5668,5668,28,34,1,6,34,17,3,0001-01-01 01:34:28,,,,,,,
5670,5669,5669,29,34,1,6,34,17,3,0001-01-01 01:34:29,,,,,,,
5671,5670,5670,30,34,1,6,34,17,3,0001-01-01 01:34:30,,,,,,,
5672,5671,5671,31,34,1,6,34,17,3,0001-01-01 01:34:31,,,,,,,
5673,5672,5672,32,34,1,6,34,17,3,0001-01-01 01:34:32,,,,,,,
5674,5673,5673,33,34,1,6,34,17,3,0001-01-01 01:34:33,,,,,,,
5675,5674,5674,34,34,1,6,34,17,3,0001-01-01 01:34:34,,,,,,,
5676,5675,5675,35,34,1,6,34,17,3,0001-01-01 01:34:35,,,,,,,
5677,5676,5676,36,34,1,6,34,17,3,0001-01-01 01:34:36,,,,,,,
5678,5677,5677,37,34,1,6,34,17,3,0001-01-01 01:34:37,,,,,,,
5679,5678,5678,38,34,1,6,34,17,3,0001-01-01 01:34:38,,,,,,,
5680,5679,5679,39,34,1,6,34,17,3,0001-01-01 01:34:39,,,,,,,
5681,5680,5680,40,34,1,6,34,17,3,0001-01-01 01:34:40,,,,,,,
5682,5681,5681,41,34,1,6,34,17,3,0001-01-01 01:34:41,,,,,,,
5683,5682,5682,42,34,1,6,34,17,3,0001-01-01 01:34:42,,,,,,,
5684,5683,5683,43,34,1,6,34,17,3,0001-01-01 01:34:43,,,,,,,
5685,5684,5684,44,34,1,6,34,17,3,0001-01-01 01:34:44,,,,,,,
5686,5685,5685,45,34,1,6,34,17,3,0001-01-01 01:34:45,,,,,,,
5687,5686,5686,46,34,1,6,34,17,3,0001-01-01 01:34:46,,,,,,,
5688,5687,5687,47,34,1,6,34,17,3,0001-01-01 01:34:47,,,,,,,
5689,5688,5688,48,34,1,6,34,17,3,0001-01-01 01:34:48,,,,,,,
5690,5689,5689,49,34,1,6,34,17,3,0001-01-01 01:34:49,,,,,,,
5691,5690,5690,50,34,1,6,34,17,3,0001-01-01 01:34:50,,,,,,,
5692,5691,5691,51,34,1,6,34,17,3,0001-01-01 01:34:51,,,,,,,
5693,5692,5692,52,34,1,6,34,17,3,0001-01-01 01:34:52,,,,,,,
5694,5693,5693,53,34,1,6,34,17,3,0001-01-01 01:34:53,,,,,,,
5695,5694,5694,54,34,1,6,34,17,3,0001-01-01 01:34:54,,,,,,,
5696,5695,5695,55,34,1,6,34,17,3,0001-01-01 01:34:55,,,,,,,
5697,5696,5696,56,34,1,6,34,17,3,0001-01-01 01:34:56,,,,,,,
5698,5697,5697,57,34,1,6,34,17,3,0001-01-01 01:34:57,,,,,,,
5699,5698,5698,58,34,1,6,34,17,3,0001-01-01 01:34:58,,,,,,,
5700,5699,5699,59,34,1,6,34,17,3,0001-01-01 01:34:59,,,,,,,
5701,5700,5700,0,35,1,7,35,17,3,0001-01-01 01:35:00,,,,,,,
5702,5701,5701,1,35,1,7,35,17,3,0001-01-01 01:35:01,,,,,,,
5703,5702,5702,2,35,1,7,35,17,3,0001-01-01 01:35:02,,,,,,,
5704,5703,5703,3,35,1,7,35,17,3,0001-01-01 01:35:03,,,,,,,
5705,5704,5704,4,35,1,7,35,17,3,0001-01-01 01:35:04,,,,,,,
5706,5705,5705,5,35,1,7,35,17,3,0001-01-01 01:35:05,,,,,,,
5707,5706,5706,6,35,1,7,35,17,3,0001-01-01 01:35:06,,,,,,,
5708,5707,5707,7,35,1,7,35,17,3,0001-01-01 01:35:07,,,,,,,
5709,5708,5708,8,35,1,7,35,17,3,0001-01-01 01:35:08,,,,,,,
5710,5709,5709,9,35,1,7,35,17,3,0001-01-01 01:35:09,,,,,,,
5711,5710,5710,10,35,1,7,35,17,3,0001-01-01 01:35:10,,,,,,,
5712,5711,5711,11,35,1,7,35,17,3,0001-01-01 01:35:11,,,,,,,
5713,5712,5712,12,35,1,7,35,17,3,0001-01-01 01:35:12,,,,,,,
5714,5713,5713,13,35,1,7,35,17,3,0001-01-01 01:35:13,,,,,,,
5715,5714,5714,14,35,1,7,35,17,3,0001-01-01 01:35:14,,,,,,,
5716,5715,5715,15,35,1,7,35,17,3,0001-01-01 01:35:15,,,,,,,
5717,5716,5716,16,35,1,7,35,17,3,0001-01-01 01:35:16,,,,,,,
5718,5717,5717,17,35,1,7,35,17,3,0001-01-01 01:35:17,,,,,,,
5719,5718,5718,18,35,1,7,35,17,3,0001-01-01 01:35:18,,,,,,,
5720,5719,5719,19,35,1,7,35,17,3,0001-01-01 01:35:19,,,,,,,
5721,5720,5720,20,35,1,7,35,17,3,0001-01-01 01:35:20,,,,,,,
5722,5721,5721,21,35,1,7,35,17,3,0001-01-01 01:35:21,,,,,,,
5723,5722,5722,22,35,1,7,35,17,3,0001-01-01 01:35:22,,,,,,,
5724,5723,5723,23,35,1,7,35,17,3,0001-01-01 01:35:23,,,,,,,
5725,5724,5724,24,35,1,7,35,17,3,0001-01-01 01:35:24,,,,,,,
5726,5725,5725,25,35,1,7,35,17,3,0001-01-01 01:35:25,,,,,,,
5727,5726,5726,26,35,1,7,35,17,3,0001-01-01 01:35:26,,,,,,,
5728,5727,5727,27,35,1,7,35,17,3,0001-01-01 01:35:27,,,,,,,
5729,5728,5728,28,35,1,7,35,17,3,0001-01-01 01:35:28,,,,,,,
5730,5729,5729,29,35,1,7,35,17,3,0001-01-01 01:35:29,,,,,,,
5731,5730,5730,30,35,1,7,35,17,3,0001-01-01 01:35:30,,,,,,,
5732,5731,5731,31,35,1,7,35,17,3,0001-01-01 01:35:31,,,,,,,
5733,5732,5732,32,35,1,7,35,17,3,0001-01-01 01:35:32,,,,,,,
5734,5733,5733,33,35,1,7,35,17,3,0001-01-01 01:35:33,,,,,,,
5735,5734,5734,34,35,1,7,35,17,3,0001-01-01 01:35:34,,,,,,,
5736,5735,5735,35,35,1,7,35,17,3,0001-01-01 01:35:35,,,,,,,
5737,5736,5736,36,35,1,7,35,17,3,0001-01-01 01:35:36,,,,,,,
5738,5737,5737,37,35,1,7,35,17,3,0001-01-01 01:35:37,,,,,,,
5739,5738,5738,38,35,1,7,35,17,3,0001-01-01 01:35:38,,,,,,,
5740,5739,5739,39,35,1,7,35,17,3,0001-01-01 01:35:39,,,,,,,
5741,5740,5740,40,35,1,7,35,17,3,0001-01-01 01:35:40,,,,,,,
5742,5741,5741,41,35,1,7,35,17,3,0001-01-01 01:35:41,,,,,,,
5743,5742,5742,42,35,1,7,35,17,3,0001-01-01 01:35:42,,,,,,,
5744,5743,5743,43,35,1,7,35,17,3,0001-01-01 01:35:43,,,,,,,
5745,5744,5744,44,35,1,7,35,17,3,0001-01-01 01:35:44,,,,,,,
5746,5745,5745,45,35,1,7,35,17,3,0001-01-01 01:35:45,,,,,,,
5747,5746,5746,46,35,1,7,35,17,3,0001-01-01 01:35:46,,,,,,,
5748,5747,5747,47,35,1,7,35,17,3,0001-01-01 01:35:47,,,,,,,
5749,5748,5748,48,35,1,7,35,17,3,0001-01-01 01:35:48,,,,,,,
5750,5749,5749,49,35,1,7,35,17,3,0001-01-01 01:35:49,,,,,,,
5751,5750,5750,50,35,1,7,35,17,3,0001-01-01 01:35:50,,,,,,,
5752,5751,5751,51,35,1,7,35,17,3,0001-01-01 01:35:51,,,,,,,
5753,5752,5752,52,35,1,7,35,17,3,0001-01-01 01:35:52,,,,,,,
